pitch_no,game_no,pa_of_inning,pitch_of_pa,batter_side,pitcher_throws,outs,balls,strikes,k_or_bb,hit_type,play_result,pitch_call,tagged_pitch_type,rel_speed,spin_rate,tilt,rel_height,rel_side,extension,vert_break,induced_vert_break,horz_break,plate_loc_height,plate_loc_side,strike_prob,exit_speed,angle,direction,distance,bearing
1807,22,3,1,Right,Right,2,0,0,Undefined,Undefined,Undefined,FoulBall,Fastball,95.92563762,2427.382004,1:00,5.81318195,2.447045181,6.375543359,-13.63170152,15.94975532,9.644400694,2.160643205,0.653173669,0.95854193,NULL,NULL,NULL,NULL,NULL
1808,22,3,2,Right,Right,2,0,1,Undefined,Undefined,Undefined,StrikeSwinging,Curveball,80.32867792,2270.407084,6:30,5.640234825,2.626488853,5.316954408,-59.21889886,-14.90515543,-3.840924327,0.874751569,-0.604814194,0.000173794,NULL,NULL,NULL,NULL,NULL
1809,22,3,3,Right,Right,2,0,2,Undefined,Undefined,Undefined,BallCalled,Curveball,81.26395609,2429.881185,6:45,5.657170564,2.602014397,5.726095115,-58.95228219,-16.10065439,-6.436300476,5.91E-01,-1.368554362,1.45E-05,NULL,NULL,NULL,NULL,NULL
1810,22,3,4,Right,Right,2,1,2,Undefined,Undefined,Undefined,BallCalled,Slider,87.01557532,2336.08211,1:00,5.801763875,2.434401328,5.813239065,-35.29899931,1.35013075,0.872075805,2.113112116,-1.413514322,0.00027083,NULL,NULL,NULL,NULL,NULL
1811,22,3,5,Right,Right,2,2,2,Undefined,LineDrive,Out,InPlay,Curveball,80.23280573,2224.758491,6:30,5.658630979,2.650352925,5.824350454,-56.84618188,-13.61488205,-3.962423197,2.884245227,0.740798694,0.791766226,93.50189987,9.368712678,-31.1335678,141.7494821,-35.33533979
1812,22,1,1,Right,Right,0,0,0,Undefined,Undefined,Undefined,StrikeSwinging,Slider,86.38686756,2322.442658,10:15,5.76686977,2.435656202,5.644601732,-34.99378756,2.636694584,-3.253474403,2.101160678,-0.835014548,0.880717695,NULL,NULL,NULL,NULL,NULL
1813,22,1,2,Right,Right,0,0,1,Undefined,Undefined,Undefined,BallCalled,Fastball,93.93929749,2370.743047,1:15,5.732128326,2.551145112,6.329425345,-15.21280138,15.72160791,11.87823061,4.13E+00,-0.767128034,3.70E-05,NULL,NULL,NULL,NULL,NULL
1814,22,1,3,Right,Right,0,1,1,Undefined,Undefined,Undefined,FoulBall,ChangeUp,83.58280731,1642.093774,2:15,5.702152842,2.56235434,6.431841193,-32.36044748,6.379767389,17.22474871,2.154700161,1.023109112,0.227921322,NULL,NULL,NULL,NULL,NULL
1815,22,1,4,Right,Right,0,1,2,Undefined,Undefined,Undefined,BallCalled,Slider,87.00134625,2418.010316,11:30,5.733394599,2.445521167,5.751106662,-33.93510942,2.675067789,-7.38E-01,1.38E+00,-1.766701581,4.33E-05,NULL,NULL,NULL,NULL,NULL
1816,22,1,5,Right,Right,0,2,2,Undefined,Undefined,Undefined,FoulBall,ChangeUp,82.89887295,1668.602329,2:30,5.723773563,2.440962688,6.41227285,-33.70986665,5.53773013,1.81E+01,3.052641748,0.549039035,0.940719366,NULL,NULL,NULL,NULL,NULL
1817,22,1,6,Right,Right,0,2,2,Undefined,FlyBall,Single,InPlay,Fastball,95.45561998,2431.117362,1:00,5.880732775,2.309515988,6.276845038,-14.09967306,15.79716168,8.393352192,3.12304968,0.168419971,0.940120935,70.85062786,31.76944216,21.06967886,214.1938497,31.17694821
1818,22,2,1,Left,Right,0,0,0,Undefined,GroundBall,Out,InPlay,Fastball,93.74258855,2309.645694,1:15,5.746069098,2.577501967,6.025728729,-16.22462292,15.27458028,10.86443295,2.900390433,-0.074954162,0.994146347,96.53695559,1.863621424,20.3234672,64.85193733,21.23618271
1819,22,3,1,Left,Right,2,0,0,Undefined,Undefined,Undefined,StrikeCalled,Curveball,80.44308432,2346.582267,6:45,5.585263366,2.824790631,5.231442671,-58.5926294,-14.3270056,-7.030735038,2.596250683,0.78400687,0.959875345,NULL,NULL,NULL,NULL,NULL
1820,22,3,2,Left,Right,2,0,1,Undefined,Undefined,Undefined,StrikeCalled,Fastball,96.41824083,2290.059285,1:15,5.624358326,2.634377197,6.159268549,-15.62506591,13.78368712,11.2821581,1.58740963,0.084425797,0.767390192,NULL,NULL,NULL,NULL,NULL
1821,22,3,3,Left,Right,2,0,2,Undefined,Undefined,Undefined,BallCalled,ChangeUp,84.56789388,1578.984292,2:45,5.567464307,2.670141247,6.49168042,-36.61675622,1.39346908,18.28086109,1.74E-01,0.266912138,6.11E-05,NULL,NULL,NULL,NULL,NULL
1822,22,3,4,Left,Right,2,1,2,Undefined,Undefined,Undefined,BallCalled,Curveball,82.08102257,2466.775932,7:00,5.499014399,2.78082664,5.109099985,-59.79387142,-16.73802774,-8.94E+00,2.48E-01,-0.482519432,4.74E-05,NULL,NULL,NULL,NULL,NULL
1823,22,3,5,Left,Right,2,2,2,Strikeout,Undefined,Undefined,StrikeSwinging,ChangeUp,83.39589101,1509.69524,2:30,5.479849193,2.638406064,6.409718906,-34.67169349,4.200796872,14.98553897,1.424240935,0.634783645,0.249853909,NULL,NULL,NULL,NULL,NULL
1824,22,1,1,Right,Right,0,0,0,Undefined,LineDrive,Out,InPlay,Fastball,94.2527083,2328.122822,1:00,5.811509214,2.420180379,6.045512233,-14.70556878,16.3657708,8.499212414,2.817867491,0.450385996,0.990874052,95.08015309,16.69466713,17.28189462,260.7715537,28.70071768
1825,22,2,1,Right,Right,1,0,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,95.15686184,2320.542303,1:00,5.774970361,2.394444606,6.324861139,-14.91044436,14.96445373,9.68865082,2.461624534,0.161432809,0.996480763,NULL,NULL,NULL,NULL,NULL
1826,22,2,2,Right,Right,1,0,1,Undefined,Undefined,Undefined,BallCalled,Slider,86.8451415,2275.750428,11:45,5.681408643,2.457722171,5.870166158,-33.81237367,2.978900978,-0.54688924,1.06E+00,-1.735815024,1.59E-05,NULL,NULL,NULL,NULL,NULL
1827,22,2,3,Right,Right,1,1,1,Undefined,Undefined,Undefined,BallCalled,Slider,85.65724865,2058.9165,12:00,5.691097462,2.409471987,5.707288422,-33.31401532,4.607636628,0.034749973,0.998287767,-0.716821079,0.000370526,NULL,NULL,NULL,NULL,NULL
1828,22,2,4,Right,Right,1,2,1,Undefined,Undefined,Undefined,BallCalled,Fastball,94.71221918,2247.378073,1:30,5.703371784,2.564510398,6.353682627,-15.05335026,15.31886439,13.55553408,3.693749589,1.037575626,0.000867618,NULL,NULL,NULL,NULL,NULL
1829,22,2,5,Right,Right,1,3,1,Undefined,GroundBall,Out,InPlay,Fastball,95.25016984,2227.343931,1:15,5.730376012,2.50374539,6.435935108,-14.33206068,15.76566786,12.14252252,2.299469996,0.000394628,0.995484471,86.16426595,-20.98281791,-26.7292641,6.924196491,-22.09708334
1830,22,3,1,Right,Right,2,0,0,Undefined,Undefined,Undefined,FoulBall,Fastball,94.26190101,2421.87987,1:00,5.72539215,2.46006815,6.389885335,-12.52625165,18.23927693,1.06E+01,2.136992168,0.085008587,0.996090353,68.72894521,49.47209941,126.4476685,181.7140429,141.5860436
1831,22,3,2,Right,Right,2,0,1,Undefined,Undefined,Undefined,StrikeSwinging,Curveball,79.62518332,2378.369481,6:45,5.551080277,2.582821203,5.260976389,-60.49061463,-15.39838875,-7.42778461,1.277939511,-0.63264122,0.022560624,NULL,NULL,NULL,NULL,NULL
1832,22,3,3,Right,Right,2,0,2,Undefined,Undefined,Undefined,BallCalled,Slider,85.28871719,2339.885829,8:15,5.707625178,2.385906597,5.655693927,-39.33807768,-0.554893817,-1.26E+00,3.651645184,0.214284009,0.140062675,NULL,NULL,NULL,NULL,NULL
1833,22,3,4,Right,Right,2,1,2,Strikeout,Undefined,Undefined,StrikeSwinging,Fastball,95.23544629,2359.371959,1:00,5.772726961,2.364624798,6.041454181,-13.08944135,17.24579583,10.16240327,3.419524034,0.300430462,0.326305389,NULL,NULL,NULL,NULL,NULL
1834,22,1,1,Right,Right,0,0,0,Undefined,Undefined,Undefined,BallCalled,Slider,86.54071997,2257.119261,11:30,5.670405087,2.570489663,5.754829199,-33.50523568,4.224271487,-1.23463843,1.061786317,-0.802184684,0.000425988,NULL,NULL,NULL,NULL,NULL
1835,22,1,2,Right,Right,0,1,0,Undefined,Undefined,Undefined,BallCalled,Slider,86.91148629,2213.094991,11:45,5.626424865,2.579711819,5.927698506,-32.32726512,4.063356521,-0.342179884,1.465587084,-0.343808775,0.579642892,NULL,NULL,NULL,NULL,NULL
1836,22,1,3,Right,Right,0,2,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,94.09753458,2299.361261,1:15,5.759061859,2.313836477,6.220985929,-19.61869676,11.54761233,9.991677827,2.202195863,-0.310438245,0.996612012,NULL,NULL,NULL,NULL,NULL
1837,22,1,4,Right,Right,0,2,1,Undefined,LineDrive,Out,InPlay,ChangeUp,84.21152081,1637.321818,2:15,5.596783582,2.543504921,6.555131779,-31.98929,6.095738402,16.58769572,1.62588197,-0.114048751,0.817815304,88.89439362,24.3863048,-11.04026834,323.3089597,-11.10093333
1838,22,2,1,Left,Right,1,0,0,Undefined,Undefined,Undefined,StrikeSwinging,ChangeUp,83.14568167,1603.884256,2:00,5.544485449,2.774644179,6.731797441,-29.88251833,9.032330643,16.57885468,1.807824605,0.837178057,0.855439901,NULL,NULL,NULL,NULL,NULL
1839,22,2,2,Left,Right,1,0,1,Undefined,Undefined,Undefined,BallCalled,Fastball,96.23567214,2348.247042,1:45,5.697505268,2.667110658,6.090202016,-20.21814029,9.725944021,14.4853976,1.21835621,0.891170664,0.007731934,NULL,NULL,NULL,NULL,NULL
1840,22,2,3,Left,Right,1,1,1,Undefined,Undefined,Undefined,BallCalled,Curveball,80.25709851,2352.449573,7:00,5.540967075,2.715637009,5.542274746,-57.84118853,-13.64659669,-8.96E+00,-0.696467377,-1.208987023,0.000121409,NULL,NULL,NULL,NULL,NULL
1841,22,2,4,Left,Right,1,2,1,Undefined,Undefined,Undefined,BallCalled,Fastball,94.93975863,2277.856268,1:15,5.630323549,2.577815965,6.39456679,-14.57416091,15.5188661,11.79797517,3.92E+00,1.311948301,7.60E-06,NULL,NULL,NULL,NULL,NULL
1842,22,2,5,Left,Right,1,3,1,Undefined,Undefined,Undefined,FoulBall,Fastball,93.66512228,2280.540418,1:15,5.691711368,2.586614671,6.389610348,-16.67345847,14.29910925,10.14737326,3.049497003,0.14250573,0.966951609,NULL,NULL,NULL,NULL,NULL
1843,22,2,6,Left,Right,1,3,2,Undefined,Undefined,Undefined,FoulBall,Fastball,94.68848256,2365.009252,1:00,5.683410073,2.47611129,6.274846496,-14.49437645,16.03464196,8.915670317,3.690253676,0.746477798,0.007956095,NULL,NULL,NULL,NULL,NULL
1844,22,2,7,Left,Right,1,3,2,Undefined,GroundBall,Out,InPlay,Fastball,95.16554497,2323.201732,1:15,5.626132217,2.534346623,6.100384769,-17.08669514,13.13976299,11.32226873,2.328532441,-0.073748955,0.993581057,97.21255697,-20.05825461,19.77205901,6.801598654,18.21483826
1845,22,3,1,Right,Right,2,0,0,Undefined,Undefined,Undefined,StrikeSwinging,Slider,86.85272455,2351.693633,10:15,5.655932161,2.398162576,5.913072627,-34.24915417,2.476479321,-2.92E+00,1.088013048,-0.561576066,0.001825363,NULL,NULL,NULL,NULL,NULL
1846,22,3,2,Right,Right,2,0,1,Undefined,Undefined,Undefined,BallCalled,Fastball,95.32526565,2382.605588,1:00,5.720609019,2.423341117,6.55591993,-17.20319506,12.54327845,8.176546086,4.08E+00,-0.239058697,4.55E-05,NULL,NULL,NULL,NULL,NULL
1847,22,3,3,Right,Right,2,1,1,Undefined,Undefined,Undefined,BallCalled,Fastball,95.14973281,2304.127091,1:15,5.668955707,2.490631051,6.722414669,-16.05583292,13.71091955,9.962485768,2.597016436,0.985640483,0.252246052,NULL,NULL,NULL,NULL,NULL
1848,22,3,4,Right,Right,2,2,1,Undefined,GroundBall,Single,InPlay,Slider,87.01204741,2227.843727,10:45,5.643973048,2.414476663,6.023235247,-34.36364615,2.12421481,-1.570321295,1.77827665,-1.236892997,0.01045185,75.4676,-21.7567,-18.0548,8.06791,-18.0548
1849,22,4,1,Right,Right,2,0,0,Undefined,Undefined,Undefined,BallCalled,Fastball,92.73506556,2298.428323,1:00,5.711088064,2.473434999,6.106341168,-19.51886394,12.28840337,6.959647259,4.212179358,-0.020847583,0.00013742,NULL,NULL,NULL,NULL,NULL
1850,22,4,2,Right,Right,2,1,0,Undefined,Undefined,Undefined,BallCalled,Slider,86.33891348,2127.469564,12:15,5.573927938,2.489556382,6.284380017,-34.03147275,2.578343178,0.287498533,0.924757171,-0.741996314,0.000354286,NULL,NULL,NULL,NULL,NULL
1851,22,4,3,Right,Right,2,2,0,Undefined,LineDrive,Out,InPlay,Fastball,93.74147649,2225.502066,1:00,5.742546509,2.260145852,6.192104852,-16.02087233,15.06510188,7.780867874,1.910106283,-0.603314887,0.973794758,93.77081502,21.35178924,24.07109137,299.1049058,39.15073787
1852,22,1,1,Left,Right,0,0,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,94.1469541,2333.150363,1:00,5.806476375,2.602476558,5.947379413,-16.38653602,14.61196381,8.15E+00,2.687497461,0.113697697,0.996243358,NULL,NULL,NULL,NULL,NULL
1853,22,1,2,Left,Right,0,0,1,Undefined,Undefined,Undefined,BallCalled,ChangeUp,84.17816998,1612.08714,2:15,5.567797264,2.664021748,6.296142672,-33.21323915,5.302526025,14.82969763,0.70942733,-0.31998465,0.000146752,NULL,NULL,NULL,NULL,NULL
1854,22,1,3,Left,Right,0,1,1,Undefined,Undefined,Undefined,StrikeCalled,ChangeUp,82.88179091,1695.790202,2:15,5.570812801,2.671276834,6.275474661,-33.03205367,6.429922931,1.50E+01,1.984279965,0.80100766,0.898948491,NULL,NULL,NULL,NULL,NULL
1855,22,1,4,Left,Right,0,1,2,Strikeout,Undefined,Undefined,StrikeSwinging,Slider,85.42393364,2267.95702,10:30,5.572486615,2.508888125,5.649646986,-37.18846679,1.147226772,-1.251500479,2.219896007,-0.227739385,0.98644197,NULL,NULL,NULL,NULL,NULL
1856,22,2,1,Left,Right,1,0,0,Undefined,LineDrive,Out,InPlay,Fastball,94.97538522,2280.047362,1:15,5.641993403,2.576280543,6.094624401,-15.72230462,14.73038175,10.10118511,2.927693767,0.123653655,0.991582453,93.66956242,21.36113389,-9.526151265,335.5222236,-21.51617259
1857,22,3,1,Right,Right,2,0,0,Undefined,Undefined,Undefined,StrikeCalled,Slider,85.17964574,2244.577232,11:30,5.728057907,2.483391569,5.673161991,-36.82753204,1.640453099,-4.47E-01,2.404376401,0.451797781,0.995143533,NULL,NULL,NULL,NULL,NULL
1858,22,3,2,Right,Right,2,0,1,Undefined,Undefined,Undefined,StrikeCalled,Fastball,95.43635351,2429.4335,1:15,5.580774495,2.461826624,6.244256207,-15.48536897,14.62655147,11.71594624,2.77662411,-0.683138556,0.895624995,NULL,NULL,NULL,NULL,NULL
1859,22,3,3,Right,Right,2,0,2,Undefined,Undefined,Undefined,BallCalled,Slider,86.97057564,1164.733378,8:45,5.663010926,2.475695761,5.769386933,-37.3972176,-0.39975664,-2.345872328,1.762880519,-1.498752712,0.000133614,NULL,NULL,NULL,NULL,NULL
1860,22,3,4,Right,Right,2,1,2,Undefined,Undefined,Undefined,BallCalled,ChangeUp,84.18389872,1662.050912,2:00,5.506669934,2.533642592,6.526405246,-30.72491494,7.381759908,1.34E+01,6.30E-01,-0.780305111,9.25E-05,NULL,NULL,NULL,NULL,NULL
1861,22,3,5,Right,Right,2,2,2,Undefined,GroundBall,Out,InPlay,Slider,86.97383039,2244.51048,11:00,5.653600633,2.447612759,5.960197821,-34.44178556,2.185967068,-1.343196149,2.261247191,-0.67680224,0.950149238,81.28817395,5.419877929,-19.45031529,81.53986117,-19.92680075
1862,22,1,1,Right,Right,0,0,0,Undefined,Undefined,Undefined,FoulBall,Fastball,92.95700278,2166.857737,12:45,5.826205389,2.320554062,6.246793939,-15.42351404,16.10813904,7.427615721,3.07307739,-0.390568578,0.951672077,NULL,NULL,NULL,NULL,NULL
1863,22,1,2,Right,Right,0,0,1,Undefined,Undefined,Undefined,BallCalled,Slider,86.37952883,2290.760272,11:15,5.684156474,2.365485938,5.715705001,-33.43166785,3.931912529,-1.701160703,1.054352794,-0.835040349,0.000259273,NULL,NULL,NULL,NULL,NULL
1864,22,1,3,Right,Right,0,1,1,Undefined,Undefined,Undefined,BallCalled,Curveball,80.37897987,2393.555413,6:45,5.581348301,2.574538868,5.33277342,-57.80974847,-13.60678362,-6.517947846,0.343470745,-1.234778109,0.00012487,NULL,NULL,NULL,NULL,NULL
1865,22,1,4,Right,Right,0,2,1,Undefined,Undefined,Undefined,StrikeSwinging,Fastball,93.59981798,2240.160429,1:00,5.716124251,2.275721617,6.119012092,-15.43169158,15.86243126,9.254416674,3.092819971,0.464031704,0.880592406,NULL,NULL,NULL,NULL,NULL
1866,22,1,5,Right,Right,0,2,2,Strikeout,Undefined,Undefined,StrikeSwinging,Fastball,93.73176835,2268.295984,12:45,5.677906052,2.382705589,6.247099252,-16.96379722,14.15975149,4.82E+00,3.29460665,-0.539396614,0.233127132,NULL,NULL,NULL,NULL,NULL
1867,22,2,1,Right,Right,1,0,0,Undefined,Undefined,Undefined,StrikeCalled,Slider,85.30140913,2162.781774,2:00,5.705843644,2.403181818,5.949011052,-37.3392429,1.153613219,1.903246789,2.768235987,0.205214446,0.996308088,NULL,NULL,NULL,NULL,NULL
1868,22,2,2,Right,Right,1,0,1,Undefined,Undefined,Undefined,StrikeCalled,Curveball,79.59616828,2313.204261,6:30,5.485904362,2.653826651,5.403842512,-59.86003359,-14.97166137,-5.005863006,1.571255929,0.342791932,0.566582322,NULL,NULL,NULL,NULL,NULL
1869,22,2,3,Right,Right,1,0,2,Undefined,Undefined,Undefined,FoulBall,Slider,85.55790281,NULL,11:30,5.706339723,2.411064691,5.770049542,-36.31637779,1.504457171,-0.433501369,2.968113539,-0.717617119,0.845045507,NULL,NULL,NULL,NULL,NULL
1870,22,2,4,Right,Right,1,0,2,Undefined,Undefined,Undefined,BallCalled,Fastball,94.2682257,2301.899061,12:45,5.743913424,2.303583708,6.468773994,-15.38104181,15.20796031,5.785793062,1.693628492,-1.251516495,0.00122839,NULL,NULL,NULL,NULL,NULL
1871,22,2,5,Right,Right,1,1,2,Strikeout,Undefined,Undefined,StrikeSwinging,Fastball,93.89053115,2284.036427,12:45,5.687465728,2.237494702,6.459572395,-14.70642763,16.04494463,6.418043523,2.991431846,-0.939349938,0.250133097,NULL,NULL,NULL,NULL,NULL
1872,22,3,1,Right,Right,2,0,0,Undefined,Undefined,Undefined,BallCalled,Fastball,95.10694554,2292.266046,12:45,5.752721759,2.328137251,6.156188494,-15.89700418,14.37078337,6.06E+00,2.279539262,-0.999589693,0.359380692,NULL,NULL,NULL,NULL,NULL
1873,22,3,2,Right,Right,2,1,0,Undefined,Undefined,Undefined,StrikeSwinging,Slider,86.62154885,2205.729791,10:15,5.682684537,2.363182724,5.791799679,-35.57489538,1.671442314,-2.124186394,1.146570054,-0.582788461,0.012673741,NULL,NULL,NULL,NULL,NULL
1874,22,3,3,Right,Right,2,1,1,Undefined,Undefined,Undefined,FoulBall,Slider,85.55501575,2275.786382,11:15,5.595198828,2.467061815,5.749480057,-36.89816506,1.286506505,-0.615496681,2.682243934,0.071616604,0.991389453,78.3837718,33.82733045,63.55619916,252.0910649,77.28546151
1875,22,3,4,Right,Right,2,1,2,Undefined,GroundBall,Out,InPlay,Fastball,96.50402034,2470.857474,1:00,5.744739204,2.138672889,6.260232381,-12.59373997,16.96139561,10.23844073,2.492728202,0.060755407,0.98684305,96.76736661,-5.28113817,27.18164005,20.84734089,26.63214504
1876,22,1,1,Left,Right,0,0,0,Undefined,Undefined,Undefined,BallCalled,ChangeUp,82.13739145,1347.893739,2:45,5.658902559,2.607789034,6.54861107,-37.67485597,2.084975439,13.95960614,3.74E+00,1.671295705,2.92E-05,NULL,NULL,NULL,NULL,NULL
1877,22,1,2,Left,Right,0,1,0,Undefined,Undefined,Undefined,BallCalled,Fastball,94.30837336,2248.129733,1:00,5.63728792,2.590013228,6.062096712,-16.53588082,14.41369395,8.406866117,1.572871562,-1.069753256,0.007648176,NULL,NULL,NULL,NULL,NULL
1878,22,1,3,Left,Right,0,2,0,Undefined,Undefined,Undefined,FoulBall,Fastball,93.55995311,2198.20959,1:00,5.631965534,2.528239201,6.236407007,-16.92210785,14.08867585,9.41751653,2.248507895,0.022425727,0.997517228,71.37518041,73.55186292,-160.006933,137.9022698,-160.0363781
1879,22,1,4,Left,Right,0,2,1,Undefined,Undefined,Undefined,BallCalled,ChangeUp,85.04089545,1794.122483,3:00,5.498995184,2.703505197,6.545841896,-36.70797132,0.726545707,14.37514391,0.871794134,-0.263149597,0.000299207,NULL,NULL,NULL,NULL,NULL
1880,22,1,5,Left,Right,0,3,1,Undefined,GroundBall,Single,InPlay,Fastball,94.05590152,2366.304598,1:15,5.563213593,2.64145975,6.344662835,-17.70037386,13.10965212,9.345190511,2.588360249,-0.270298171,0.991117716,99.65008584,3.405126339,27.72177716,87.09586511,29.23218008
1881,22,2,1,Right,Right,0,0,0,Undefined,Undefined,Undefined,BallCalled,Fastball,92.00127595,2315.036921,1:00,5.755419648,2.567646515,6.224415887,-15.92630822,16.32157509,9.156678211,3.487925404,0.805885646,0.034412276,NULL,NULL,NULL,NULL,NULL
1882,22,2,2,Right,Right,0,1,0,Undefined,Undefined,Undefined,BallCalled,Slider,86.29763578,2162.255493,12:00,5.667465731,2.415000988,6.098498557,-31.23321184,5.682789212,-0.330967288,0.729523386,-0.250905206,0.000274912,NULL,NULL,NULL,NULL,NULL
1883,22,2,3,Right,Right,0,2,0,Undefined,Undefined,Undefined,BallCalled,Fastball,92.70294069,2301.181425,1:00,5.688469906,2.395564242,6.462479802,-16.17079543,15.41371353,8.246721001,3.204581355,0.731563718,0.575760305,NULL,NULL,NULL,NULL,NULL
1884,22,2,4,Right,Right,0,3,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,95.39302493,2215.997662,12:45,5.73825265,2.44420131,6.254893828,-13.68960833,16.24396513,7.63E+00,1.797766316,0.242153004,0.98968178,NULL,NULL,NULL,NULL,NULL
1885,22,2,5,Right,Right,0,3,1,Undefined,Undefined,Undefined,StrikeCalled,Fastball,94.40858493,2239.824699,1:00,5.642937225,2.385927826,6.222284341,-15.32621767,15.51911973,1.03E+01,1.844287732,-0.591560187,0.947473586,NULL,NULL,NULL,NULL,NULL
1886,22,2,6,Right,Right,0,3,2,Walk,Undefined,Undefined,BallCalled,Slider,86.92592255,2212.906684,10:00,5.666119199,2.458910654,5.822308128,-35.29492816,1.952777508,-3.85E+00,1.445434594,-0.959278875,0.043228582,NULL,NULL,NULL,NULL,NULL
1887,23,1,1,Right,Right,0,0,0,Undefined,Undefined,Undefined,BallCalled,Slider,85.6520006,2164.873457,9:15,5.763771396,2.346156303,5.731414399,-37.61018112,0.389265707,-2.641278083,4.437741575,-0.007600422,0.000428885,NULL,NULL,NULL,NULL,NULL
1888,23,1,2,Right,Right,0,1,0,Undefined,Undefined,Undefined,BallCalled,Fastball,95.75141724,2281.947257,1:15,5.85381797,2.324765056,6.284119158,-17.09599961,12.64703453,9.207234684,3.620534938,0.059106623,0.093082733,NULL,NULL,NULL,NULL,NULL
1889,23,1,3,Right,Right,0,2,0,Undefined,Undefined,Undefined,FoulBall,Fastball,95.80367273,2261.36213,1:15,5.789603802,2.343036347,6.396882226,-17.60378639,11.95795584,8.826697905,3.321305128,0.145717176,0.838285565,82.40819749,22.43736208,167.9986826,207.6253866,174.8420117
1890,23,1,4,Right,Right,0,2,1,Undefined,Undefined,Undefined,BallCalled,Slider,87.54655987,2273.083341,10:45,5.769368856,2.300513301,5.721991314,-33.82772958,2.944083169,-2.262632246,9.23E-02,-1.908576801,1.02E-05,NULL,NULL,NULL,NULL,NULL
1891,23,1,5,Right,Right,0,3,1,Undefined,Undefined,Undefined,FoulBall,Fastball,96.05787467,2379.427163,1:00,5.869381521,2.191787281,5.975021974,-15.53219668,14.61377224,7.675172544,3.380255448,0.121769897,0.525822222,112.6769303,36.74057636,-39.1024841,400.9555456,-57.04869387
1892,23,1,6,Right,Right,0,3,2,Walk,Undefined,Undefined,BallCalled,Fastball,95.06800655,2395.486982,1:00,5.786042147,2.103654217,6.08079062,-15.70419019,14.88360995,8.927971783,3.931668333,0.524115406,0.00010718,NULL,NULL,NULL,NULL,NULL
1893,23,2,1,Left,Right,0,0,0,Undefined,GroundBall,Single,InPlay,ChangeUp,84.62900988,1707.613624,3:15,5.625119536,2.480335222,6.395024576,-39.07527501,-1.111582913,14.68355946,1.846487668,0.554285774,0.978996634,100.8995558,5.059778076,7.053652282,96.15819285,6.253812665
1894,23,3,1,Left,Right,0,0,0,Undefined,FlyBall,Sacrifice,InPlay,Fastball,95.86143947,2355.984791,1:30,5.718555318,2.439519591,5.987096169,-16.62712736,13.45408351,12.49542385,3.079575487,-0.240408261,0.986190677,88.40089486,30.91060769,-27.721432,312.1334236,-40.91597606
1895,23,4,1,Right,Right,1,0,0,Undefined,Undefined,Undefined,BallCalled,Slider,87.56942871,2307.455284,12:15,5.771985377,2.350468988,5.816287494,-35.27501762,1.549638488,0.185401823,9.74E-01,-1.435032771,2.04E-05,NULL,NULL,NULL,NULL,NULL
1896,23,4,2,Right,Right,1,1,0,Undefined,Undefined,Undefined,BallCalled,Curveball,79.65858388,2263.984602,6:45,5.746628265,2.515240941,5.548486265,-59.14472453,-14.41592088,-6.010222581,0.966421971,-0.660419921,0.000546594,NULL,NULL,NULL,NULL,NULL
1897,23,4,3,Right,Right,1,2,0,Undefined,GroundBall,Out,InPlay,Fastball,95.29832515,2268.155974,1:15,5.783354614,2.294105731,6.126171042,-18.94316155,11.31210133,9.264662958,2.064559408,0.338225569,0.995455027,108.3185848,3.746003142,-33.09404514,99.55707185,-35.73455173
1898,23,5,1,Left,Right,2,0,0,Undefined,Undefined,Undefined,BallCalled,Slider,86.17628602,2102.828447,11:45,5.7319063,2.423872431,5.535528041,-34.90944063,2.999477941,-0.439000647,2.040241611,1.275340638,0.003258202,NULL,NULL,NULL,NULL,NULL
1899,23,5,2,Left,Right,2,1,0,Undefined,Undefined,Undefined,BallCalled,ChangeUp,83.64865708,1493.256142,3:00,5.617741873,2.645717013,5.986457867,-39.60763402,-0.302247916,13.13377079,3.115295575,1.262094969,0.004464248,NULL,NULL,NULL,NULL,NULL
1900,23,5,3,Left,Right,2,2,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,95.55229152,2241.870892,1:15,5.737293621,2.347706316,6.337516478,-19.33058343,10.35668054,8.567984581,2.086928912,0.579755774,0.993562698,NULL,NULL,NULL,NULL,NULL
1901,23,5,4,Left,Right,2,2,1,Undefined,GroundBall,Out,InPlay,Slider,86.91646308,2122.302343,12:30,5.749164416,2.395681319,5.608703273,-35.95093318,1.681229449,0.485517007,1.140800852,0.710219302,0.006204144,78.08214625,-10.90838248,12.63999285,8.121059323,4.563517435
1902,23,1,1,Left,Right,0,0,0,Undefined,FlyBall,Out,InPlay,Fastball,95.60188721,2327.63697,1:00,5.880168316,2.433497501,5.737911769,-16.21448794,14.56727663,8.226666162,2.074413543,0.187281382,0.994494259,98.2710106,26.64681226,-6.874032103,362.6017933,-17.11928524
1903,23,2,1,Left,Right,1,0,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,96.0355127,2292.124109,1:00,5.819167527,2.319023009,6.095179474,-15.87195078,14.1415743,8.86E+00,2.342008614,0.299325563,0.996974945,NULL,NULL,NULL,NULL,NULL
