pitch_no,game_no,pa_of_inning,pitch_of_pa,batter_side,pitcher_throws,outs,balls,strikes,k_or_bb,hit_type,play_result,pitch_call,tagged_pitch_type,rel_speed,spin_rate,tilt,rel_height,rel_side,extension,vert_break,induced_vert_break,horz_break,plate_loc_height,plate_loc_side,strike_prob,exit_speed,angle,direction,distance,bearing
1,1,1,1,Left,Right,0,0,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,95.24439247,2289.005021,1:00,5.948255327,2.46219502,5.920436629,-13.84109481,16.8484539,9.674769694,2.654182828,0.671104334,0.983521581,NULL,NULL,NULL,NULL,NULL
2,1,1,2,Left,Right,0,0,1,Undefined,Undefined,Undefined,FoulBall,Fastball,95.68631148,2290.852247,1:00,5.965203755,2.339650886,6.014029384,-13.85609819,16.4299868,9.509195956,2.323816535,0.63546514,0.967864692,86.13589353,30.39767296,-77.62883256,277.1353534,-94.36304008
3,1,1,3,Left,Right,0,0,2,Undefined,Undefined,Undefined,BallCalled,ChangeUp,85.49010372,1728.540219,2:15,5.766795292,2.40172267,5.995708072,-32.31487701,5.378022659,15.39736585,1.858760296,1.075479092,0.068469003,NULL,NULL,NULL,NULL,NULL
4,1,1,4,Left,Right,0,1,2,Strikeout,Undefined,Undefined,StrikeSwinging,Fastball,95.36547679,2369.69156,1:00,5.863854718,2.304657303,6.014502649,-13.51424389,16.88314168,10.86665836,3.360267337,0.360471184,0.377581149,NULL,NULL,NULL,NULL,NULL
5,1,2,1,Right,Right,1,0,0,Undefined,Undefined,Undefined,StrikeSwinging,Fastball,96.2784841,2389.885832,1:00,5.893282933,2.254750743,5.949347451,-13.24364269,16.69843279,1.04E+01,2.292293078,0.221160907,0.996671677,NULL,NULL,NULL,NULL,NULL
6,1,2,2,Right,Right,1,0,1,Undefined,Undefined,Undefined,StrikeCalled,Fastball,96.03445245,2365.549407,1:00,5.953195796,2.174522365,6.122471619,-12.91363151,16.97070691,10.41307735,2.165734485,-0.790134675,0.882309794,NULL,NULL,NULL,NULL,NULL
7,1,2,3,Right,Right,1,0,2,Undefined,Undefined,Undefined,BallCalled,Fastball,95.47616582,2384.632681,1:15,5.849941976,2.279751052,6.122151086,-13.83558845,16.42900285,11.08812996,3.346049207,-0.868745635,0.037718229,NULL,NULL,NULL,NULL,NULL
8,1,2,4,Right,Right,1,1,2,Undefined,Undefined,Undefined,BallCalled,Fastball,97.09586697,2424.901597,1:00,5.961441517,2.198813343,6.120174382,-12.62919984,16.6783215,10.27392683,3.08592074,-0.949414253,0.133470148,NULL,NULL,NULL,NULL,NULL
9,1,2,5,Right,Right,1,2,2,Undefined,Undefined,Undefined,BallCalled,Fastball,95.70101402,2322.813535,1:00,5.968882781,2.083972536,6.174992775,-14.44155816,15.68751347,8.079394074,1.937938577,-1.599280744,0.000112791,NULL,NULL,NULL,NULL,NULL
10,1,2,6,Right,Right,1,3,2,Undefined,Undefined,Undefined,FoulBall,Fastball,96.64223698,2331.469454,12:45,5.874796405,2.06076379,5.974786121,-11.45653483,18.11589484,8.089133124,1.892623583,-0.075960908,0.976240575,NULL,NULL,NULL,NULL,NULL
11,1,2,7,Right,Right,1,3,2,Undefined,Undefined,Undefined,FoulBall,Fastball,96.47063601,2231.771789,1:00,5.94151484,2.108594116,5.894373447,-14.20742244,15.53484287,8.937329722,2.669802014,-0.139478656,0.991491735,NULL,NULL,NULL,NULL,NULL
12,1,2,8,Right,Right,1,3,2,Undefined,FlyBall,Out,InPlay,Fastball,86.26074695,1620.036463,2:15,5.841605691,2.019029208,6.318750124,-30.74193238,5.916624795,15.75032533,2.22523629,-0.008638734,0.992395043,74.46244123,34.86126422,0.480913423,256.491183,6.729932808
13,1,3,1,Left,Right,2,0,0,Undefined,Undefined,Undefined,StrikeCalled,Curveball,82.40790664,2356.876959,7:00,5.7744267,2.445429919,5.215165003,-58.32724387,-15.73252378,-7.850907259,2.527446607,0.612218008,0.993280113,NULL,NULL,NULL,NULL,NULL
14,1,3,2,Left,Right,2,0,1,Undefined,Undefined,Undefined,BallCalled,Fastball,95.37457973,2344.273061,1:15,5.785859135,2.480444831,6.086884197,-15.61206127,14.93003146,12.81014348,2.6367614,-0.946528759,0.143071473,NULL,NULL,NULL,NULL,NULL
15,1,3,3,Left,Right,2,1,1,Undefined,Undefined,Undefined,StrikeSwinging,ChangeUp,84.40221762,1497.92079,2:30,5.830929172,2.307490669,6.118186381,-34.90422621,3.642020139,17.15287604,2.904195688,0.871541784,0.642085314,NULL,NULL,NULL,NULL,NULL
16,1,3,4,Left,Right,2,1,2,Undefined,GroundBall,Single,InPlay,ChangeUp,85.80185086,1733.810075,2:30,5.739269726,2.294470123,6.412306873,-32.87134886,4.268146229,16.1009911,1.544515416,-0.161784667,0.293581098,99.31109919,4.984122817,13.77130847,89.01805077,13.41742333
17,1,4,1,Right,Right,2,0,0,Undefined,Undefined,Undefined,StrikeSwinging,Fastball,96.21362646,2381.499995,1:00,5.892578313,2.206026889,5.893221615,-12.37511766,17.71690459,11.20040939,2.987024819,-0.291360644,0.982158601,NULL,NULL,NULL,NULL,NULL
18,1,4,2,Right,Right,2,0,1,Undefined,Undefined,Undefined,BallCalled,Fastball,97.10290873,2283.433412,1:15,5.834546391,2.241194658,6.15854891,-14.14917375,15.11902389,10.73844478,2.004520899,-1.254374169,0.005271215,NULL,NULL,NULL,NULL,NULL
19,1,4,3,Right,Right,2,1,1,Undefined,Undefined,Undefined,StrikeSwinging,Fastball,95.77799695,2273.615193,1:15,5.916793568,2.271381793,6.137244856,-14.56020161,15.4860141,11.50618036,2.930978627,-0.931976558,0.400358289,NULL,NULL,NULL,NULL,NULL
20,1,4,4,Right,Right,2,1,2,Undefined,Undefined,Undefined,BallCalled,Fastball,96.70473095,2348.090527,1:15,5.784958804,2.223101143,5.937640743,-12.66074373,17.17991516,1.16E+01,2.917384119,-1.917749365,0.000115864,NULL,NULL,NULL,NULL,NULL
21,1,4,5,Right,Right,2,2,2,Undefined,LineDrive,Single,InPlay,Fastball,97.0456249,2336.947161,1:15,5.815080775,2.195421781,6.327619955,-15.01366124,13.88473255,11.32731025,2.597307878,-1.274069725,0.004310435,75.00894917,16.73102604,2.60228961,228.1039781,5.757366087
22,1,5,1,Left,Right,2,0,0,Undefined,Undefined,Undefined,StrikeSwinging,Fastball,96.33014576,2361.812871,1:15,5.798035649,2.362238682,5.935763653,-13.88684804,16.08501707,10.80357903,3.465763361,-0.664052185,0.108873598,NULL,NULL,NULL,NULL,NULL
23,1,5,2,Left,Right,2,0,1,Undefined,Undefined,Undefined,FoulBall,Fastball,95.73065017,2326.324466,1:00,5.759340598,2.478443407,5.871037485,-13.11172771,17.46006292,1.13E+01,2.750616433,-0.367562822,0.973475754,70.53306127,49.43185314,-153.3004652,196.8357507,-159.0314549
24,1,5,3,Left,Right,2,0,2,Undefined,FlyBall,HomeRun,InPlay,ChangeUp,85.8635756,1529.821687,2:30,5.737910698,2.422336665,6.41860822,-33.6745271,3.184371462,1.05E+01,2.439513043,-0.008950466,0.987029195,96.29920588,37.31535814,24.94648238,371.6614802,31.04256396
25,1,6,1,Right,Right,2,0,0,Undefined,Undefined,Undefined,StrikeCalled,Curveball,82.63194635,2316.434012,6:45,5.846309164,2.02236953,5.301178727,-59.50499421,-17.37180779,-7.300702669,1.67965858,0.370922133,0.928398311,NULL,NULL,NULL,NULL,NULL
26,1,6,2,Right,Right,2,0,1,Undefined,Undefined,Undefined,BallCalled,ChangeUp,85.63963125,1609.127794,2:30,5.816544464,2.054334931,6.399794,-33.21708444,3.961361216,16.96991286,3.42660407,-0.287422604,0.274367929,NULL,NULL,NULL,NULL,NULL
27,1,6,3,Right,Right,2,1,1,Undefined,Undefined,Undefined,BallCalled,Curveball,82.10638391,2316.597291,7:00,5.814552503,2.035614112,5.382061123,-58.08241921,-15.650213,-8.693780709,2.425975694,-1.724006976,0.000247251,NULL,NULL,NULL,NULL,NULL
28,1,6,4,Right,Right,2,2,1,Undefined,Undefined,Undefined,StrikeSwinging,ChangeUp,85.12671337,1385.397852,1:45,5.804530325,1.940138413,6.248454631,-29.64418606,8.103317486,10.48823683,2.330889161,-0.856203098,0.835009098,NULL,NULL,NULL,NULL,NULL
29,1,6,5,Right,Right,2,2,2,Undefined,LineDrive,Out,InPlay,ChangeUp,85.84116384,1638.737626,2:15,5.758311263,2.116811672,6.436881782,-30.96052999,5.848474695,15.19950299,1.314079553,-1.109467611,0.003583986,77.29048815,25.00837526,8.440737229,267.8194071,17.17911421
30,1,1,1,Right,Right,0,0,0,Undefined,Undefined,Undefined,BallCalled,Fastball,94.48459047,2236.497537,1:00,5.856107318,2.189108375,5.996269999,-15.98846831,14.87616572,8.084502355,1.97464273,-1.476231815,0.000284772,NULL,NULL,NULL,NULL,NULL
31,1,1,2,Right,Right,0,1,0,Undefined,Undefined,Undefined,StrikeSwinging,ChangeUp,84.70907252,1608.889895,2:00,5.81824735,2.067210092,6.500153484,-32.05815665,5.564601647,11.29795081,1.197760558,-0.474803682,0.014866072,NULL,NULL,NULL,NULL,NULL
32,1,1,3,Right,Right,0,1,1,Undefined,Undefined,Undefined,StrikeSwinging,Fastball,95.99692377,2254.899858,12:45,5.884755939,2.042038207,6.15957565,-13.61839641,16.07322851,7.044519699,2.316993943,-0.477971378,0.984413505,NULL,NULL,NULL,NULL,NULL
33,1,1,4,Right,Right,0,1,2,Strikeout,Undefined,Undefined,StrikeSwinging,Fastball,94.36986101,2208.699644,12:45,5.809173117,2.135620963,6.246074868,-14.42611716,16.22221547,7.49E+00,3.701639902,0.188066916,0.006892595,NULL,NULL,NULL,NULL,NULL
34,1,2,1,Right,Right,1,0,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,94.60663057,2233.696862,1:15,5.874586769,2.110186071,6.297545468,-18.10635498,12.20420149,8.95E+00,3.038412686,-0.445521319,0.971783459,NULL,NULL,NULL,NULL,NULL
35,1,2,2,Right,Right,1,0,1,Undefined,Undefined,Undefined,BallCalled,Curveball,80.48795214,2252.599728,7:15,5.798842585,2.225787208,5.007644545,-56.59929508,-12.58819461,-9.398784141,3.705465421,1.247533855,0.000360181,NULL,NULL,NULL,NULL,NULL
36,1,2,3,Right,Right,1,1,1,Undefined,GroundBall,Out,InPlay,Fastball,95.12217787,2224.707253,12:45,5.844136116,2.128425508,5.938358473,-15.08405564,15.41419585,7.516713368,1.959743896,-0.704214162,0.917644203,63.3561116,-32.10119487,29.09116778,5.221423593,26.99260682
37,1,3,1,Left,Right,2,0,0,Undefined,Undefined,Undefined,FoulBall,ChangeUp,84.97967932,1553.891086,2:30,5.817442566,2.405408397,6.407258514,-33.77636241,3.988954704,13.19622982,1.647999499,0.50658552,0.883041859,NULL,NULL,NULL,NULL,NULL
38,1,3,2,Left,Right,2,0,1,Undefined,Undefined,Undefined,BallCalled,Fastball,95.47694956,2349.776301,1:00,5.80417928,2.248752881,6.07693577,-15.10396482,15.21045338,8.325854843,3.261671041,-0.807199656,0.087514929,NULL,NULL,NULL,NULL,NULL
39,1,3,3,Left,Right,2,1,1,Undefined,Undefined,Undefined,FoulBall,Fastball,94.14124946,2343.133598,1:15,5.783114897,2.429258606,6.117258467,-16.64930659,14.48954208,1.02E+01,3.09128508,-0.178307753,0.911288381,NULL,NULL,NULL,NULL,NULL
40,1,3,4,Left,Right,2,1,2,Undefined,Undefined,Undefined,BallCalled,Fastball,95.60162892,2320.676978,1:30,5.730075566,2.385684556,6.045805694,-17.16379015,13.0370874,11.61222869,3.792684099,0.273819539,0.001332941,NULL,NULL,NULL,NULL,NULL
41,1,3,5,Left,Right,2,2,2,Strikeout,Undefined,Undefined,StrikeSwinging,ChangeUp,85.53031025,1529.496284,2:30,5.683107752,2.307951058,6.30592236,-33.9607978,3.484779167,15.34842448,1.088967944,-0.547629101,0.000656049,NULL,NULL,NULL,NULL,NULL
42,1,1,1,Left,Right,0,0,0,Undefined,GroundBall,Out,InPlay,ChangeUp,84.06311391,1672.93709,2:30,5.743376901,2.408714375,6.257188334,-33.69866795,4.793610922,14.5294563,2.04247258,0.339337623,0.993624926,74.00622412,-15.91944629,44.81981712,8.743711187,34.59173683
43,1,2,1,Right,Right,1,0,0,Undefined,Undefined,Undefined,BallCalled,Fastball,94.93890166,2297.659936,1:00,5.94371033,2.192294124,6.269491809,-14.32308639,16.07098397,9.218329822,1.50261015,-1.032076324,0.054292727,NULL,NULL,NULL,NULL,NULL
44,1,2,2,Right,Right,1,1,0,Undefined,Undefined,Undefined,StrikeCalled,ChangeUp,84.90691237,1625.538572,2:45,5.873293371,2.152035646,6.264911096,-36.82830445,1.342822522,12.93105863,1.666244378,0.007269661,0.916085303,NULL,NULL,NULL,NULL,NULL
45,1,2,3,Right,Right,1,1,1,Undefined,Undefined,Undefined,StrikeCalled,Fastball,94.92691614,2280.453057,1:15,5.821606045,2.278658132,6.000276131,-16.54549395,14.34919929,12.09841373,1.895504137,-0.748786627,0.885724008,NULL,NULL,NULL,NULL,NULL
46,1,2,4,Right,Right,1,1,2,Undefined,Undefined,Undefined,FoulBall,Curveball,82.09126031,2352.178947,7:00,5.828681559,2.191156885,5.051458587,-57.41040193,-14.62596195,-9.260804652,1.096595481,-0.292222881,0.000882404,66.9104847,37.38350046,48.18273389,198.8793796,61.95701585
47,1,2,5,Right,Right,1,1,2,Undefined,Undefined,Undefined,BallCalled,Fastball,96.11220819,2490.896716,1:15,5.8567484,2.166117374,6.037760881,-14.38538118,15.85223523,1.29E+01,1.61E+00,-1.616860727,7.64E-05,NULL,NULL,NULL,NULL,NULL
48,1,2,6,Right,Right,1,2,2,Undefined,Undefined,Undefined,BallCalled,Fastball,95.81686816,2503.402482,1:15,5.912911731,2.04555236,5.902726472,-12.70438169,17.77316982,1.41E+01,1.392698808,-0.788060615,0.093375251,NULL,NULL,NULL,NULL,NULL
49,1,2,7,Right,Right,1,3,2,Walk,Undefined,Undefined,BallCalled,Fastball,95.43908108,2412.918497,1:15,5.857908057,2.079392686,6.021317347,-14.37751932,16.19584106,11.62566216,2.005427038,-1.17175993,0.030882481,NULL,NULL,NULL,NULL,NULL
50,1,3,1,Left,Right,1,0,0,Undefined,GroundBall,Double,InPlay,ChangeUp,84.50203433,1457.68569,2:30,5.715295491,2.57538819,6.427354369,-32.93394895,5.330631182,15.81146552,2.270078123,0.142908816,0.997083843,88.53110665,2.22841864,42.27772935,61.14623052,42.67730487
51,1,4,1,Right,Right,1,0,0,Undefined,GroundBall,FieldersChoice,InPlay,Fastball,95.24440996,2289.821861,1:15,5.831044267,2.200801506,6.487696474,-13.69039234,16.23943531,11.19761288,2.370603889,-0.491519579,0.992156029,73.14378654,-10.96697657,-17.08098022,14.28399968,-11.36760203
52,1,5,1,Left,Right,1,0,0,Undefined,Undefined,Undefined,BallCalled,Curveball,80.59784852,2397.464092,7:15,5.749079911,2.392226804,5.919393473,-56.9759071,-13.70375501,-9.9685789,1.551187524,-1.012643028,0.015905987,NULL,NULL,NULL,NULL,NULL
53,1,5,2,Left,Right,1,1,0,Undefined,FlyBall,HomeRun,InPlay,Fastball,94.28950683,2286.73331,1:30,5.7602295,2.393242039,5.90492162,-17.22550257,14.15188577,12.65490378,3.332272847,-0.07435176,0.816782832,103.1461602,27.61786989,19.82751008,410.083961,25.62856604
54,1,6,1,Right,Right,1,0,0,Undefined,Undefined,Undefined,StrikeCalled,ChangeUp,83.86842939,1756.934505,2:15,5.790713173,2.26027185,6.148637192,-33.52118198,5.454441578,14.17507291,3.089183254,-0.09566788,0.978570759,NULL,NULL,NULL,NULL,NULL
55,1,6,2,Right,Right,1,0,1,Undefined,Undefined,Undefined,BallCalled,Fastball,95.42358084,2362.932785,1:15,5.872164693,2.062237004,5.935247546,-16.19908394,14.16349941,10.34524426,2.071532405,-1.163358218,0.024281656,NULL,NULL,NULL,NULL,NULL
56,1,6,3,Right,Right,1,1,1,Undefined,GroundBall,Double,InPlay,ChangeUp,84.37216178,1748.390664,1:45,5.681107959,1.86829492,6.580963299,-28.80771758,9.200404458,11.42226365,1.472795148,-0.674717529,0.273197889,82.02759446,9.316617776,-41.83295739,119.0395555,-44.11305498
57,1,7,1,Right,Right,1,0,0,Undefined,Undefined,Undefined,StrikeSwinging,Fastball,94.42333536,2308.519983,1:00,5.900424708,2.153791624,6.403458811,-15.02639,15.60590312,8.87E+00,2.767743132,-0.435153165,0.990816832,NULL,NULL,NULL,NULL,NULL
58,1,7,2,Right,Right,1,0,1,Undefined,Undefined,Undefined,FoulBall,Fastball,94.6684655,2315.217995,1:15,5.884358411,2.129063309,5.97360662,-17.23578484,13.66483272,10.73792467,2.551164374,-0.414102681,0.986547351,NULL,NULL,NULL,NULL,NULL
59,1,7,3,Right,Right,1,0,2,Undefined,Undefined,Undefined,BallCalled,Fastball,94.38254514,2258.266276,1:00,5.83296855,2.216930082,6.341465378,-14.72987337,15.95587974,9.222635714,4.38E+00,-1.984229894,3.43E-06,NULL,NULL,NULL,NULL,NULL
60,1,7,4,Right,Right,1,1,2,Undefined,GroundBall,Single,InPlay,Fastball,95.07745203,2343.366608,1:30,5.811088942,2.271782923,6.149225292,-16.82216415,13.55788974,13.16498527,2.164836029,-0.535162667,0.96358943,96.08803919,0.528770835,-7.005500046,50.43072338,-6.493929833
61,1,8,1,Right,Right,1,0,0,Undefined,Undefined,Undefined,BallCalled,Fastball,93.11416734,2239.138365,1:15,5.839780263,2.151429844,6.086120657,-17.49244962,14.24259025,12.42854997,2.841526504,-1.781365186,0.000142217,NULL,NULL,NULL,NULL,NULL
62,1,8,2,Right,Right,1,1,0,Undefined,Undefined,Undefined,BallCalled,Curveball,80.26685876,2296.036536,6:45,5.774014361,2.294791142,5.516075055,-59.37762353,-15.32840418,-6.731049234,-9.63E-02,-1.718115416,3.00E-05,NULL,NULL,NULL,NULL,NULL
63,1,8,3,Right,Right,1,2,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,94.48820837,2253.431325,1:00,5.804606556,2.251003563,6.21353389,-15.68867426,15.2619127,9.265279911,2.412631258,-0.899936224,0.783248305,NULL,NULL,NULL,NULL,NULL
64,1,8,4,Right,Right,1,2,1,Undefined,Undefined,Undefined,BallCalled,Fastball,92.73288154,2147.962073,1:00,5.74321619,2.242093394,6.228100731,-15.93921456,16.27563148,8.989545361,2.220107386,-1.728006201,0.000132587,NULL,NULL,NULL,NULL,NULL
65,1,8,5,Right,Right,1,3,1,Walk,Undefined,Undefined,BallCalled,Fastball,94.06643555,2175.646307,1:30,5.803008051,2.200192953,6.20510666,-19.44655472,11.7484401,1.15E+01,1.20303117,-0.219767558,0.017714797,NULL,NULL,NULL,NULL,NULL
66,2,1,1,Right,Right,0,0,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,95.3790503,2234.860869,1:00,6.075196297,2.259921421,6.184051045,-15.71888331,14.32542756,7.46162835,2.196250134,-0.910521406,0.712527454,NULL,NULL,NULL,NULL,NULL
67,2,1,2,Right,Right,0,0,1,Undefined,Undefined,Undefined,BallCalled,Fastball,94.17573186,2155.811798,1:00,6.035484949,2.420067087,5.683480075,-15.9860716,15.48013235,7.844687025,2.40E+00,-1.833860213,9.42E-05,NULL,NULL,NULL,NULL,NULL
68,2,1,3,Right,Right,0,1,1,Undefined,Undefined,Undefined,StrikeSwinging,ChangeUp,85.15257,1507.295534,2:15,6.003904601,2.210770981,5.94115522,-33.54993726,4.67240315,13.48718189,1.475464457,-0.234274936,0.324399352,NULL,NULL,NULL,NULL,NULL
69,2,1,4,Right,Right,0,1,2,Undefined,GroundBall,Single,InPlay,ChangeUp,84.67761616,1390.2769,3:00,5.955807844,2.234861642,6.570078707,-37.42860974,-0.091869274,9.50581438,2.156771359,0.11788351,0.983141065,99.74626512,2.454753726,-7.532461273,73.70070835,-7.228749537
70,2,2,1,Right,Right,0,0,0,Undefined,Undefined,Undefined,BallCalled,ChangeUp,84.20144007,1396.017268,2:45,6.055222896,2.319272075,5.75612678,-37.22756725,1.741464857,9.804231968,4.87E+00,1.629963881,7.34E-06,NULL,NULL,NULL,NULL,NULL
71,2,2,2,Right,Right,0,1,0,Undefined,FlyBall,Out,InPlay,Fastball,94.8293793,2182.1128,1:00,6.113396896,2.426899332,5.702356489,-16.41097506,14.64484092,9.343234002,1.827298995,-0.227615393,0.977634788,94.38779971,33.60345885,-1.529498261,361.9135959,7.436742266
72,2,3,1,Left,Right,1,0,0,Undefined,Undefined,Undefined,StrikeSwinging,Fastball,94.38847023,2338.821232,1:15,6.078135073,2.538152417,5.494441094,-17.30617447,14.23084305,10.33611623,2.921791591,0.346075553,0.993745804,NULL,NULL,NULL,NULL,NULL
73,2,3,2,Left,Right,1,0,1,Undefined,Undefined,Undefined,BallCalled,Fastball,93.17474475,2277.573338,1:30,5.997879253,2.683197246,5.457217601,-20.22325555,12.04989375,1.09E+01,3.823632821,0.358413125,0.007678977,NULL,NULL,NULL,NULL,NULL
74,2,3,3,Left,Right,1,1,1,Undefined,Undefined,Undefined,FoulBall,ChangeUp,85.05406479,1810.411223,2:15,5.962197067,2.657729191,6.07340438,-33.21077028,4.822675695,13.60826238,1.216934047,-0.381368799,0.008851847,NULL,NULL,NULL,NULL,NULL
75,2,3,4,Left,Right,1,1,2,Undefined,Undefined,Undefined,BallCalled,Fastball,93.93924088,2217.864847,1:30,5.900353734,2.603573319,5.926297758,-19.62251729,11.37970929,11.78688631,3.709239364,-0.505240788,0.030873777,NULL,NULL,NULL,NULL,NULL
76,2,3,5,Left,Right,1,2,2,Undefined,Undefined,Undefined,FoulBall,Fastball,93.71441633,2162.261028,1:30,5.934830558,2.692098739,5.903003769,-20.05026983,11.16531336,10.1657643,3.668787195,0.346392996,0.060911395,62.90840792,24.19420115,-58.6665375,178.3264716,-65.7510916
77,2,3,6,Left,Right,1,2,2,Undefined,Undefined,Undefined,FoulBall,Fastball,95.15683912,2420.944872,1:15,6.076066912,2.548088007,5.766146536,-19.19784162,11.4378141,8.99E+00,3.621869243,-0.193151355,0.133769944,77.66674635,26.11256735,-160.7764292,202.2846352,-161.9985187
78,2,3,7,Left,Right,1,2,2,Strikeout,Undefined,Undefined,StrikeSwinging,Curveball,82.46352539,2317.217635,6:45,5.96241192,2.633488362,5.356582276,-54.94660892,-13.29824271,-5.644606723,3.89E-01,-0.345038524,6.10E-05,NULL,NULL,NULL,NULL,NULL
79,2,4,1,Right,Right,2,0,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,94.49038906,2151.390999,1:00,5.952096579,2.492190315,5.839865898,-18.63889646,12.36714207,7.959891251,1.674205296,-0.410882855,0.887007117,NULL,NULL,NULL,NULL,NULL
80,2,4,2,Right,Right,2,0,1,Undefined,Undefined,Undefined,FoulBall,Fastball,95.52280719,2310.515486,1:00,6.037006841,2.507334595,5.86950715,-16.36056894,13.96462357,9.28E+00,2.055744717,-0.037388107,0.982154369,86.32563688,43.22860983,52.98014026,282.2552829,71.13684401
81,2,4,3,Right,Right,2,0,2,Undefined,Undefined,Undefined,BallCalled,ChangeUp,85.86334327,1703.210018,3:00,5.880759849,2.418635704,6.434921022,-36.97491451,-0.053120165,13.2702263,-8.70E-01,-0.882620872,8.65E-05,NULL,NULL,NULL,NULL,NULL
82,2,4,4,Right,Right,2,1,2,Undefined,Undefined,Undefined,FoulBall,ChangeUp,85.18721891,1669.60386,2:15,6.023812608,2.405861976,5.97806715,-32.88800371,4.718877528,11.93350706,2.229358376,-0.050232677,0.984158874,78.30686863,-49.62391117,-70.65591343,3.541528475,-30.26410818
83,2,4,5,Right,Right,2,1,2,Undefined,Undefined,Undefined,BallCalled,Fastball,95.13803328,2267.944342,1:15,6.004428718,2.438968532,5.744323346,-18.37602699,12.12804802,9.59637799,1.158442384,0.027620608,0.002847651,NULL,NULL,NULL,NULL,NULL
84,2,4,6,Right,Right,2,2,2,Undefined,Undefined,Undefined,BallCalled,Curveball,83.37633131,2289.47403,6:30,5.980655633,2.420195661,5.628448743,-53.64530541,-13.39405948,-3.110244909,-1.01E-02,-0.919742635,6.44E-05,NULL,NULL,NULL,NULL,NULL
85,2,4,7,Right,Right,2,3,2,Walk,Undefined,Undefined,BallCalled,Curveball,82.17365128,2339.619014,7:15,5.931615385,2.515516744,5.34637503,-53.73610757,-12.20350214,-8.713016683,3.234461468,1.466538929,0.000217418,NULL,NULL,NULL,NULL,NULL
86,2,5,1,Left,Right,2,0,0,Undefined,Undefined,Undefined,BallCalled,Fastball,94.46181001,2206.785094,1:15,6.027924021,2.595581922,5.685597638,-18.63155245,12.44442872,10.12373723,3.26E+00,1.415384868,8.18E-05,NULL,NULL,NULL,NULL,NULL
87,2,5,2,Left,Right,2,1,0,Undefined,Undefined,Undefined,BallCalled,ChangeUp,83.83801956,1556.594382,3:00,5.944474185,2.653481421,6.345488828,-37.73374815,0.664474493,1.07E+01,2.109930365,1.622485276,0.000427275,NULL,NULL,NULL,NULL,NULL
88,2,5,3,Left,Right,2,2,0,Undefined,Undefined,Undefined,BallCalled,Fastball,95.19348549,2298.520734,1:15,6.016200189,2.358424403,6.197679003,-17.50761348,12.43252853,10.8699661,2.854705133,1.148383042,0.082435742,NULL,NULL,NULL,NULL,NULL
89,2,5,4,Left,Right,2,3,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,93.79425687,2158.42493,1:15,5.958507004,2.542760916,5.970440554,-19.34192558,11.77348407,9.17E+00,2.409023062,0.271694486,0.998629928,NULL,NULL,NULL,NULL,NULL
90,2,5,5,Left,Right,2,3,1,Undefined,Undefined,Undefined,StrikeCalled,Fastball,94.51346151,2160.820251,1:15,6.003501804,2.545457151,5.85310841,-18.99925119,11.84060237,9.952192116,2.302946163,1.163291638,0.11430084,NULL,NULL,NULL,NULL,NULL
91,2,5,6,Left,Right,2,3,2,Strikeout,Undefined,Undefined,StrikeSwinging,Slider,94.78974106,2249.122484,1:15,5.969612834,2.567188051,5.695680323,-17.76466559,13.11510482,1.01E+01,3.203483262,0.039414381,0.905995905,NULL,NULL,NULL,NULL,NULL
92,2,1,1,Right,Right,0,0,0,Undefined,FlyBall,Out,InPlay,Fastball,93.86461283,2258.385678,1:00,6.070175031,2.261722811,6.352596314,-15.8194454,15.09835207,9.661621487,2.350495443,0.120265127,0.996834219,104.9468378,35.0338793,-10.39613905,394.3262075,-6.434991715
93,2,2,1,Left,Right,1,0,0,Undefined,Undefined,Undefined,FoulBall,Fastball,94.60943265,2298.598465,1:15,6.053692259,2.430938014,6.004582226,-16.64916289,14.1612925,1.10E+01,1.506656749,-0.193936087,0.486972183,NULL,NULL,NULL,NULL,NULL
94,2,2,2,Left,Right,1,0,1,Undefined,Undefined,Undefined,StrikeCalled,Fastball,94.41555645,2113.78413,1:15,5.941756923,2.44536079,5.86226676,-19.69969183,11.23491038,9.17E+00,2.886496404,-0.705424149,0.730777204,NULL,NULL,NULL,NULL,NULL
95,2,2,3,Left,Right,1,0,2,Undefined,Undefined,Undefined,BallCalled,Fastball,95.3227956,2261.903468,1:30,5.967487129,2.568256125,5.565922858,-18.80166029,11.83863274,11.67916235,3.606660139,0.93566488,0.007329662,NULL,NULL,NULL,NULL,NULL
96,2,2,4,Left,Right,1,1,2,Undefined,GroundBall,Out,InPlay,ChangeUp,85.7439373,1508.084691,2:30,5.849753919,2.533912981,5.94534637,-34.07572169,3.137930726,11.89234455,1.79634123,1.284128696,0.00180221,66.90954452,-7.954956445,-17.39493961,12.55456622,-20.68283609
97,2,3,1,Left,Right,2,0,0,Undefined,Undefined,Undefined,BallCalled,Fastball,95.0862438,2245.849441,1:15,6.054633938,2.478340363,5.557270803,-17.96614006,12.73782048,9.994834901,3.89E+00,1.862432695,1.11E-05,NULL,NULL,NULL,NULL,NULL
